2564005.0.5053	CRUCIO
5162274.0.11414	PROTEGO
12612132.0.356142	SILENCIO
8493710.0.60	LUMOS
12036678.0.195141	ACCIO
8380878.0.420	CRUCIO
6369679.0.9887	SECTUMSEMPRA
10568361.0.2128	CRUCIO
10573078.0.1079	LUMOS
2843095.0.788	AVADA_KEDAVRA
10285619.0.1405	SECTUMSEMPRA
8821541.0.697	AVADA_KEDAVRA
7458692.0.3942	CRUCIO
12027323.0.886	LEVICORPUS
7611594.0.1323	AVADA_KEDAVRA
10552067.0.2002	SILENCIO
12672231.0.1453	LUMOS
4179726.0.391	CRUCIO
10287481.0.5089	STUPEFY
2237158.0.4832	SCOURGIFY
3757167.0.22	SECTUMSEMPRA
8813980.0.1011	ACCIO
9154055.0.1737	AVADA_KEDAVRA
7172177.0.21132	REDUCTO
11891711.0.2658	AVADA_KEDAVRA
11338052.0.937	IMPERIO
12611947.0.259003	OBLIVIATE
12100636.0.1280	LUMOS
3855983.0.2318	LUMOS
12378046.0.129452	AVADA_KEDAVRA
11801409.0.8256	ACCIO
5330467.0.1092	EXPECTO_PATRONUM
6183689.0.2862	CRUCIO
7536885.0.2176	CRUCIO
12428641.0.1978	IMPERIO
9907776.0.2184	REDUCTO
5987417.0.925	LUMOS
9340415.0.434	IMPERIO
12698348.0.73720	ACCIO
4385568.0.333	LUMOS
8907968.0.12816	ACCIO
7404403.0.294	MUFFLIATO
3488634.0.4526	STUPEFY
11221285.0.4306	LEGILIMENS
12687702.0.5774	CONFRINGO
10320148.0.419	CONFRINGO
11844955.0.1804	EXPECTO_PATRONUM
4532414.0.292	STUPEFY
11123142.0.586	STUPEFY
7359933.0.12386	IMPEDIMENTA
3664758.0.5802	CRUCIO
6562487.0.376	CRUCIO
4363384.0.130	EXPELLIARMUS
11576007.0.5279	LUMOS
9562410.0.1064	OBLIVIATE
10690435.0.148419	CRUCIO
9453116.0.717	ACCIO
6773793.0.1718	PETRIFICUS_TOTALUS
10500252.0.6888	PROTEGO
6833809.0.2058	PETRIFICUS_TOTALUS
12412949.0.90704	LEGILIMENS
3109417.0.384	AVADA_KEDAVRA
11895291.0.151266	MUFFLIATO
10707993.0.9836	AVADA_KEDAVRA
7627622.0.1450	LUMOS
9105849.0.3986	OBLIVIATE
2483975.0.4082	LOCOMOTOR
8306414.0.2087	SECTUMSEMPRA
11195289.0.3689	WINGARDIUM_LEVIOSA
1687580.0.3007	ACCIO
4757589.0.1327	SILENCIO
6726813.0.4948	SCOURGIFY
5298964.0.1443	OBLIVIATE
8337281.0.558	AVADA_KEDAVRA
1876558.0.1929	CRUCIO
11207071.0.453	RELASHIO
7200246.0.4845	LEGILIMENS
5270385.0.4100	AVADA_KEDAVRA
7241313.0.988	AVADA_KEDAVRA
3296617.0.373	LEVICORPUS
2759428.0.4173	WINGARDIUM_LEVIOSA
7311189.0.3832	ACCIO
10674253.0.1609	WINGARDIUM_LEVIOSA
4382140.0.790	SCOURGIFY
2677965.0.1159	ACCIO
6647400.0.1664	AVIS
7372274.0.711	CRUCIO
3454575.0.581	LEGILIMENS
4374276.0.1158	ACCIO
7213247.0.1385	AVADA_KEDAVRA
11301391.0.1649	LEGILIMENS
2653642.0.325	CRUCIO
3254472.0.637	AVADA_KEDAVRA
4488250.0.17045	ACCIO
7611243.0.5429	LUMOS
7078381.0.7712	STUPEFY
3477521.0.3729	LUMOS
9188018.0.78	CRUCIO
7460672.0.372	CRUCIO
5379602.0.632	RIDDIKULUS
10079158.0.909	CRUCIO
11585823.0.319118	AVADA_KEDAVRA
5653316.0.4069	EXPECTO_PATRONUM
2834710.0.6293	MORSMORDRE
3355032.0.13616	CRUCIO
2814607.0.1397	ACCIO
1523447.0.634	EXPELLIARMUS
12608652.0.57035	SECTUMSEMPRA
6597354.0.973	PROTEGO_TOTALUM
7757508.0.1366	REPARO
10900183.0.4792	MUFFLIATO
794012.0.1563	IMPERIO
2500555.0.5086	LUMOS
2736250.0.2048	SCOURGIFY
9507233.0.50034	CRUCIO
10344408.0.506	STUPEFY
2369319.0.1915	STUPEFY
11055258.0.583	AVADA_KEDAVRA
3682712.0.5768	PROTEGO
9157763.0.1284	AGUAMENTI
11853602.0.244	CONFRINGO
10218541.0.1597	AVADA_KEDAVRA
1683258.0.4284	AVADA_KEDAVRA
7247848.0.425	ACCIO
3828550.0.2361	AVADA_KEDAVRA
7758135.0.1289	INCENDIO
11158741.0.1590	LUMOS
12066057.0.458	CRUCIO
12401983.0.5296	CONFRINGO
12159918.0.598	OBLIVIATE
4001265.0.1226	OBLIVIATE
12410596.0.77162	STUPEFY
3469761.0.6133	OBLIVIATE
7216165.0.1900	WINGARDIUM_LEVIOSA
1956819.0.2048	EXPELLIARMUS
7698887.0.19477	LUMOS
8322704.0.506	RIDDIKULUS
7935443.0.4631	CRUCIO
12458250.0.37870	LOCOMOTOR
10597058.0.4133	CRUCIO
3157069.0.4246	IMPEDIMENTA
11882775.0.1084	CRUCIO
11121973.0.739	CRUCIO
4714023.0.915	EPISKEY
4870916.0.275	LUMOS
7808568.0.6120	WINGARDIUM_LEVIOSA
12592494.0.150644	ACCIO
8972892.0.3769	CRUCIO
3591752.0.2272	SILENCIO
1972837.0.3043	PETRIFICUS_TOTALUS
10441938.0.5549	INCARCEROUS
11031872.0.811	LUMOS
11220784.0.285	ACCIO
2882830.0.1499	CRUCIO
10667858.0.54371	AVADA_KEDAVRA
8472443.0.889	LUMOS
2293544.0.3086	NOX
2767791.0.4583	AVADA_KEDAVRA
8637499.0.4538	LUMOS
2414509.0.2631	STUPEFY
1950359.0.1293	CRUCIO
12503327.0.67714	EXPECTO_PATRONUM
2886996.0.1373	AVADA_KEDAVRA
8472852.0.605	LUMOS
7796556.0.111	WINGARDIUM_LEVIOSA
8679573.0.839	ALOHOMORA
7008556.0.781	CRUCIO
3889629.0.992	CRUCIO
2797230.0.1623	LOCOMOTOR
11541228.0.12298	STUPEFY
8935896.0.2655	OBLIVIATE
6773524.0.39816	DIFFINDO
5249182.0.6853	REDUCTO
8626132.0.1269	OBLIVIATE
4569482.0.1743	CRUCIO
10236926.0.2498	MOBILICORPUS
2673773.0.397	CRUCIO
12584958.0.34456	SALVIO_HEXIA
12620988.0.5211	CRUCIO
2966799.0.237	CRUCIO
9661548.0.8113	SONORUS
11416997.0.670	TERGEO
5586193.0.493	AVADA_KEDAVRA
9321486.0.483	STUPEFY
6909029.0.1500	WINGARDIUM_LEVIOSA
6276212.0.7896	PORTUS
4008867.0.65	EXPELLIARMUS
4936039.0.1560	CRUCIO
12608576.0.18680	EXPECTO_PATRONUM
10074277.0.2303	SONORUS
9063635.0.5322	LEGILIMENS
2864623.0.349	PETRIFICUS_TOTALUS
6605841.0.4328	MORSMORDRE
11678208.0.3148	AVADA_KEDAVRA
5560366.0.35	CRUCIO
8446262.0.1638	CRUCIO
4428003.0.2350	INCARCEROUS
4717740.0.462	ACCIO
2170503.0.984	SCOURGIFY
6425086.0.1304	ACCIO
12389002.0.27483	PROTEGO
12611947.0.236006	REPARO
1900299.0.581	CRUCIO
8967938.0.811	OBLIVIATE
2214342.0.1447	LUMOS
4532977.0.10020	ACCIO
2266187.0.1438	FINITE_INCANTATEM
9611719.0.178	AVADA_KEDAVRA
12255096.0.10797	CRUCIO
7999083.0.38650	LANGLOCK
3246645.0.5006	ACCIO
9208016.0.444	OBLIVIATE
11220214.0.2660	SCOURGIFY
6496742.0.3807	OBLIVIATE
10451925.0.744	CRUCIO
5335762.0.342	PROTEGO
9172049.0.11823	STUPEFY
12140465.0.532	AGUAMENTI
3158532.0.117	COLLOPORTUS
6357763.0.386	LUMOS
9681408.0.312	REDUCTO
9774023.0.1227	LUMOS
1679562.0.3304	CRUCIO
4760489.0.497	LEVICORPUS
9167805.0.4144	AVADA_KEDAVRA
8027792.0.837	RIDDIKULUS
12509551.0.1228	OBLIVIATE
3606106.0.20648	MOBILICORPUS
11531686.0.4	OBLIVIATE
2065770.0.2612	CRUCIO
9954672.0.155	CRUCIO
7285986.0.886	AVADA_KEDAVRA
4265987.0.689	AGUAMENTI
12350003.0.119218	PROTEGO
12544153.0.29919	INCARCEROUS
2939287.0.1574	IMPERIO
6009812.0.213	ACCIO
3198622.0.986	EXPELLIARMUS
10056198.0.612	WINGARDIUM_LEVIOSA
11856650.0.1319	ACCIO
5029143.0.639	WINGARDIUM_LEVIOSA
8268314.0.1022	DIFFINDO
9907959.0.342	CRUCIO
10533221.0.3887	PROTEGO
11232865.0.2432	PROTEGO
4411712.0.2171	REDUCTO
9541429.0.544	ALOHOMORA
9118123.0.153081	RELASHIO
9972634.0.583	CRUCIO
7241889.0.673	SCOURGIFY
4310947.0.8400	NOX
12350003.0.77554	EXPECTO_PATRONUM
4001160.0.1990	DIFFINDO
7206459.0.3566	OBLIVIATE
5205500.0.696	STUPEFY
3666238.0.774	CRUCIO
2168678.0.5247	AVADA_KEDAVRA
8731480.0.7222	CRUCIO
8793666.0.1211	IMPERVIUS
3996076.0.1144	OBLIVIATE
12067834.0.505	EXPELLIARMUS
8216325.0.781	AVADA_KEDAVRA
11076516.0.127930	EXPELLIARMUS
8841498.0.94	SECTUMSEMPRA
5278224.0.882	AVADA_KEDAVRA
10302258.0.359516	LEVICORPUS
11213374.0.1185	IMPERIO
3218370.0.4007	ACCIO
7111402.0.171	REPARO
9965443.0.1198	LEGILIMENS
2231815.0.1155	EXPELLIARMUS
6673524.0.875	FINITE_INCANTATEM
5994311.0.17	LUMOS
10554498.0.496	AVADA_KEDAVRA
8180851.0.1410	AVADA_KEDAVRA
3804313.0.2272	LUMOS
2109382.0.2989	IMPEDIMENTA
1910268.0.2227	AVADA_KEDAVRA
9507233.0.25195	STUPEFY
5318517.0.2584	SCOURGIFY
7376401.0.181384	LEGILIMENS
4035306.0.8290	CRUCIO
10385387.0.321	LUMOS
11326267.0.9994	ENGORGIO
12083264.0.929	IMPERIO
12205196.0.7000	EXPELLIARMUS
4303400.0.2744	CAVE_INIMICUM
11187498.0.1666	ALOHOMORA
4853446.0.1049	LUMOS
3970556.0.2528	NOX
7604433.0.583	INCENDIO
12624654.0.3770	STUPEFY
8481474.0.3997	OBLIVIATE
4775973.0.6306	AVADA_KEDAVRA
3586273.0.8408	SCOURGIFY
12421159.0.15118	REDUCTO
4705591.0.919	LUMOS
11924625.0.12111	INCENDIO
7892636.0.132	SALVIO_HEXIA
3682712.0.1772	EPISKEY
11914139.0.200	OPPUGNO
9687037.0.2116	ACCIO
1931455.0.261	ALOHOMORA
1252013.0.545	AVADA_KEDAVRA
10983415.0.261	WINGARDIUM_LEVIOSA
6447044.0.11068	REDUCTO
3359856.0.929	SILENCIO
11895291.0.135253	MUFFLIATO
7200246.0.2392	AVADA_KEDAVRA
3825219.0.11561	SECTUMSEMPRA
11278408.0.273486	RENNERVATE
7251787.0.56	ENGORGIO
7679354.0.621	LUMOS
10633474.0.6834	STUPEFY
10187820.0.1131	AVADA_KEDAVRA
12340441.0.661	SECTUMSEMPRA
2821044.0.7875	AVADA_KEDAVRA
12462514.0.182603	SECTUMSEMPRA
6564785.0.211380	STUPEFY
4363522.0.1685	ACCIO
11928952.0.8168	AVADA_KEDAVRA
3266429.0.7367	REPARO
7312738.0.317	PETRIFICUS_TOTALUS
7069706.0.598	AVADA_KEDAVRA
11223500.0.6353	REDUCTO
11498478.0.3310	OBLIVIATE
11282837.0.1581	CRUCIO
4843828.0.1268	SCOURGIFY
12350003.0.105372	CONFRINGO
7376401.0.1031736	STUPEFY
6555297.0.2372	OBLIVIATE
7265450.0.1643	AVADA_KEDAVRA
12728681.0.921	AGUAMENTI
2068270.0.3635	NOX
12383583.0.5502	INCENDIO
11729556.0.3544	CRUCIO
8290294.0.342	RENNERVATE
8044314.0.407	STUPEFY
2963493.0.471	CRUCIO
6613738.0.237	AVADA_KEDAVRA
11576294.0.4651	SECTUMSEMPRA
12735049.0.2538	CRUCIO
4668396.0.1404	CRUCIO
6373088.0.16923	LUMOS
9507233.0.30656	OBLIVIATE
2657737.0.2735	AVADA_KEDAVRA
2579325.0.3811	STUPEFY
2114662.0.457	STUPEFY
12576556.0.7423	EXPECTO_PATRONUM
772199.0.3698	CRUCIO
3294123.0.1017	WINGARDIUM_LEVIOSA
3293613.0.852	AVADA_KEDAVRA
9018819.0.563	ACCIO
7667184.0.878	AGUAMENTI
2064286.0.4657	OBLIVIATE
4887058.0.1788	OBLIVIATE
12403502.0.79873	POINT_ME
5471038.0.2003	SILENCIO
2932195.0.5497	AVADA_KEDAVRA
3760197.0.1373	SONORUS
7766078.0.749	ACCIO
3730714.0.598	ACCIO
12409276.0.860	AVADA_KEDAVRA
2517161.0.2561	STUPEFY
3273950.0.1762	RENNERVATE
7377520.0.526	AVADA_KEDAVRA
5245280.0.652	STUPEFY
2091736.0.1316	DENSAUGEO
8520707.0.2286	SECTUMSEMPRA
11681634.0.5643	ACCIO
5505615.0.2738	AVADA_KEDAVRA
3847075.0.1276	QUIETUS
7739208.0.5615	OBLIVIATE
5015784.0.469	CRUCIO
6746316.0.1398	EVANESCO
7336503.0.22217	WINGARDIUM_LEVIOSA
11270715.0.36213	PETRIFICUS_TOTALUS
3917349.0.470	ALOHOMORA
8903467.0.181	SECTUMSEMPRA
2690250.0.221	AVADA_KEDAVRA
7828251.0.155872	IMPEDIMENTA
11432741.0.2475	ENGORGIO
10694637.0.225	EXPECTO_PATRONUM
2741608.0.1442	STUPEFY
1867649.0.664	PETRIFICUS_TOTALUS
2845297.0.1984	AVADA_KEDAVRA
3519336.0.1242	ACCIO
7870761.0.1664	STUPEFY
11448018.0.5687	EPISKEY
5259745.0.1289	CRUCIO
12097167.0.3991	CRUCIO
7700336.0.846	CRUCIO
2416246.0.92	IMPERIO
2410721.0.2339	AVADA_KEDAVRA
12403502.0.80375	POINT_ME
9507233.0.46521	GEMINIO
7354598.0.205	INCARCEROUS
12233357.0.94706	MUFFLIATO
12671078.0.105009	STUPEFY
7404680.0.1288	DIFFINDO
2738302.0.461	AVADA_KEDAVRA
12637570.0.99539	CRUCIO
11207071.0.3909	IMPERIO
8382808.0.846	AVADA_KEDAVRA
4373541.0.678	OBLIVIATE
10296249.0.3217	APARECIUM
3569651.0.4557	LUMOS
10196949.0.155	WINGARDIUM_LEVIOSA
6785493.0.1035	SECTUMSEMPRA
4037918.0.51376	AVADA_KEDAVRA
5486365.0.4041	AVADA_KEDAVRA
7272894.0.1200	EXPELLIARMUS
12563871.0.99032	LEGILIMENS
12518243.0.247717	ENGORGIO
12529137.0.623	COLLOPORTUS
5059874.0.172	LEGILIMENS
10347439.0.962	SILENCIO
7328611.0.1934	ACCIO
7619419.0.1293	SILENCIO
5700731.0.370	WINGARDIUM_LEVIOSA
7004657.0.5732	AVADA_KEDAVRA
12350003.0.21392	EXPELLIARMUS
7861370.0.427	LUMOS
9562487.0.461	SILENCIO
2558441.0.2045	AVADA_KEDAVRA
12646359.0.2376	DIFFINDO
2872398.0.3341	AVADA_KEDAVRA
11324273.0.1216	AVADA_KEDAVRA
6966463.0.4252	AVADA_KEDAVRA
11275331.0.61774	REDUCTO
2149981.0.1087	RIDDIKULUS
8687920.0.3354	ACCIO
9223274.0.4498	ACCIO
12612132.0.360710	ACCIO
3993334.0.2015	EXPELLIARMUS
7172140.0.1610	LUMOS
6390729.0.673	LUMOS
12060473.0.10394	CRUCIO
5818359.0.1717	AVADA_KEDAVRA
8150707.0.1474	CRUCIO
2177221.0.1075	PROTEGO
6391837.0.81	SILENCIO
7643834.0.354	AVADA_KEDAVRA
7977147.0.1306	EXPELLIARMUS
3762636.0.3852	SCOURGIFY
5725009.0.1436	STUPEFY
2337548.0.4799	ACCIO
5974631.0.418	ENGORGIO
2179283.0.1688	ACCIO
11977074.0.89338	CRUCIO
3504881.0.4705	SCOURGIFY
9564833.0.29220	AGUAMENTI
5880193.0.2519	AVADA_KEDAVRA
3680764.0.165	STUPEFY
2495366.0.2423	CRUCIO
3040638.0.214	OBLIVIATE
6663827.0.1792	EXPECTO_PATRONUM
2207421.0.1395	PETRIFICUS_TOTALUS
6887963.0.3613	FERULA
5125378.0.6632	OBLIVIATE
10743451.0.1201	OBLIVIATE
12668646.0.119178	PETRIFICUS_TOTALUS
3526472.0.412	IMPERIO
7199358.0.11023	CRUCIO
10880149.0.3126	AVADA_KEDAVRA
11977409.0.613	ALOHOMORA
11845481.0.314360	WINGARDIUM_LEVIOSA
9700530.0.972	HOMENUM_REVELIO
8843768.0.2674	LEVICORPUS
7387252.0.1772	COLLOPORTUS
11278408.0.358345	ACCIO
8685081.0.2520	CRUCIO
9675857.0.3088	SECTUMSEMPRA
10025441.0.3768	EXPELLIARMUS
2656484.0.507	REDUCTO
12462607.0.485	WINGARDIUM_LEVIOSA
9525372.0.2377	LUMOS
9507233.0.60516	PROTEGO
4500519.0.354	COLLOPORTUS
6621411.0.649	CRUCIO
7205885.0.2605	EXPELLIARMUS
4119438.0.624	CRUCIO
2808980.0.1052	AVADA_KEDAVRA
5828675.0.213	PETRIFICUS_TOTALUS
11210664.0.2418	INCARCEROUS
6695735.0.2497	SCOURGIFY
12173758.0.1334	ORCHIDEOUS
10968816.0.2816	IMPERIO
3646604.0.1776	AVADA_KEDAVRA
11725193.0.1022	LEVICORPUS
4817125.0.126	AVADA_KEDAVRA
3931950.0.581	LEVICORPUS
1427347.0.359	SILENCIO
11231971.0.978	CRUCIO
12069887.0.119	AVADA_KEDAVRA
2614186.0.690	ENGORGIO
8159174.0.510	LUMOS
10966301.0.4340	CRUCIO
1253908.0.1825	AVADA_KEDAVRA
6263622.0.192	LOCOMOTOR_MORTIS
8457811.0.2438	ACCIO
3665762.0.1561	IMPERVIUS
12423408.0.1268	CRUCIO
5818779.0.3424	ENGORGIO
1846039.0.945	CRUCIO
7195312.0.800	REDUCTO
9564353.0.945	SECTUMSEMPRA
9507233.0.43901	PROTEGO
7533002.0.2081	AVADA_KEDAVRA
5837296.0.3061	PROTEGO
8135588.0.87	EXPELLIARMUS
6052924.0.6372	SCOURGIFY
11797157.0.2162	ACCIO
2138756.0.4731	LEGILIMENS
9428783.0.1198	AGUAMENTI
7790015.0.209	EXPELLIARMUS
4128985.0.702	AVADA_KEDAVRA
3913258.0.3661	AVADA_KEDAVRA
3703505.0.815	AVADA_KEDAVRA
3596864.0.2716	CRUCIO
7247870.0.56	PROTEGO
7360669.0.732	REPARO
7787738.0.1248	CRUCIO
12650020.0.1865	AVADA_KEDAVRA
4924322.0.15725	OBLIVIATE
7128129.0.645	OBLIVIATE
12382190.0.4885	LUMOS
7921232.0.173	CONFUNDO
7202568.0.463	CRUCIO
11250432.0.13721	IMPERIO
5621603.0.908	STUPEFY
12636913.0.15881	FINITE_INCANTATEM
7374805.0.1212	EXPECTO_PATRONUM
10907266.0.251123	SPECIALIS_REVELIO
12412949.0.72206	LEGILIMENS
7512539.0.540	AVADA_KEDAVRA
9639951.0.29937	RENNERVATE
7297058.0.280	REDUCTO
10976564.0.467	CRUCIO
2435925.0.1827	IMPERIO
10798848.0.5657	POINT_ME
3725846.0.615	AVADA_KEDAVRA
3908458.0.1795	REPARO
1194152.0.7530	CRUCIO
11805310.0.320	LUMOS
1500611.0.2108	AVADA_KEDAVRA
11540807.0.140978	STUPEFY
3691386.0.8620	PETRIFICUS_TOTALUS
12616774.0.3189	ALOHOMORA
8458639.0.358	WINGARDIUM_LEVIOSA
2724683.0.924	AVADA_KEDAVRA
12120350.0.7367	HOMENUM_REVELIO
8399919.0.3387	SECTUMSEMPRA
2603725.0.4560	REDUCTO
4629340.0.1404	SCOURGIFY
12702933.0.69346	REPARO
7092938.0.914	POINT_ME
12350003.0.114371	PROTEGO
12365716.0.1524	DIFFINDO
4447079.0.20674	REPARO
12490478.0.40461	TERGEO
4789801.0.2778	ACCIO
6764661.0.1075	SILENCIO
10185059.0.336	CRUCIO
1965462.0.578	EXPECTO_PATRONUM
2887535.0.868	CRUCIO
5688056.0.1730	ACCIO
11874924.0.14114	AVADA_KEDAVRA
12518243.0.297142	CRUCIO
6335620.0.1114	CRUCIO
5760720.0.5215	PETRIFICUS_TOTALUS
3042930.0.137	ACCIO
4334542.0.10563	LEGILIMENS
2860828.0.3204	PROTEGO
5339674.0.2246	PROTEGO_TOTALUM
12691219.0.22125	SECTUMSEMPRA
10124654.0.99	LEVICORPUS
11028042.0.3419	EXPELLIARMUS
7210566.0.9060	IMPEDIMENTA
9744246.0.2784	AVADA_KEDAVRA
1801228.0.1094	SONORUS
12412949.0.54415	SILENCIO
10541337.0.64	SECTUMSEMPRA
11172473.0.707	ORCHIDEOUS
11268463.0.417	WINGARDIUM_LEVIOSA
1546145.0.1218	SILENCIO
8717033.0.1398	CRUCIO
6229912.0.3518	AVADA_KEDAVRA
4119438.0.706	EXPECTO_PATRONUM
11996386.0.5426	CRUCIO
3240613.0.773	LUMOS
12470939.0.3775	OBLIVIATE
6113270.0.8120	SECTUMSEMPRA
9346594.0.1911	PROTEGO
9193609.0.126	PROTEGO
12605892.0.75894	STUPEFY
2407017.0.128	CRUCIO
9186572.0.6636	GEMINIO
8103022.0.3688	LEVICORPUS
9075111.0.1205	ORCHIDEOUS
7007266.0.2287	STUPEFY
10533221.0.1250	LUMOS
2168678.0.927	AVADA_KEDAVRA
4655296.0.1113	OBLIVIATE
8677025.0.3684	INCENDIO
3805783.0.1405	RIDDIKULUS
3538017.0.1726	OBLIVIATE
6540559.0.1046	PROTEGO
10443333.0.2753	SILENCIO
12066057.0.647	DELETRIUS
4539610.0.1086	STUPEFY
10840211.0.29950	STUPEFY
3193792.0.33	EXPELLIARMUS
6803873.0.2439	CRUCIO
3895601.0.3810	IMPERIO
4165516.0.7015	STUPEFY
12292421.0.3712	STUPEFY
8842166.0.297	AVADA_KEDAVRA
3670580.0.232	EXPELLIARMUS
7274706.0.616	LANGLOCK
12216529.0.5495	LEVICORPUS
4929998.0.3246	CRUCIO
4526690.0.1347	FINITE_INCANTATEM
7737643.0.196	AVADA_KEDAVRA
3772898.0.1307	SONORUS
11129273.0.126414	STUPEFY
6643984.0.3070	EVANESCO
9700934.0.193507	AVADA_KEDAVRA
8658031.0.187	EXPECTO_PATRONUM
8637499.0.1371	WINGARDIUM_LEVIOSA
7945363.0.1040	CRUCIO
10887924.0.1046	ENGORGIO
8585967.0.278	LUMOS
2799341.0.2530	EXPECTO_PATRONUM
12259378.0.5205	EXPECTO_PATRONUM
4584339.0.2308	CRUCIO
9504364.0.2001	CONFRINGO
3234179.0.4023	SCOURGIFY
7241760.0.14068	MORSMORDRE
12216129.0.6202	SCOURGIFY
6717344.0.778	INCENDIO
12668646.0.39088	OBLIVIATE
10221866.0.221	PETRIFICUS_TOTALUS
2649245.0.614	CRUCIO
7327059.0.630	ACCIO
4812240.0.2399	AVADA_KEDAVRA
4887653.0.5276	CRUCIO
11877475.0.321530	EXPECTO_PATRONUM
7297293.0.517	CRUCIO
10667858.0.166087	REDUCTO
9341734.0.593	OBLIVIATE
11644601.0.3485	POINT_ME
